Year,Month,Country,SriLanka_Arrivals,Estimated_Sigiriya_Visitors,Visitor_Category
2019,Feb,Italy,7414,4078,Moderate
2019,Feb,Spain,3707,2039,Moderate
2019,Feb,Poland,3707,2039,Moderate
2019,Feb,Japan,1853,1019,Moderate
2019,Feb,South Korea,1853,1019,Moderate
2019,Feb,UAE,1853,1019,Moderate
2019,Feb,Saudi Arabia,1853,1019,Moderate
2019,Feb,Qatar,1853,1019,Moderate
2019,Feb,Other,24097,13253,High
2019,Mar,India,44410,24425,High
2019,Mar,United Kingdom,17764,9770,High
2019,Mar,Russia,15987,8793,High
2019,Mar,Germany,14211,7816,High
2019,Mar,China,12434,6839,High
2019,Mar,France,10658,5862,High
2019,Mar,Australia,8882,4885,Moderate
2019,Mar,United States,8882,4885,Moderate
2019,Mar,Netherlands,7105,3908,Moderate
2019,Mar,Italy,7105,3908,Moderate
2019,Mar,Spain,3552,1954,Moderate
2019,Mar,Poland,3552,1954,Moderate
2019,Mar,Japan,1776,977,Moderate
2019,Mar,South Korea,1776,977,Moderate
2019,Mar,UAE,1776,977,Moderate
2019,Mar,Saudi Arabia,1776,977,Moderate
2019,Mar,Qatar,1776,977,Moderate
2019,Mar,Other,23093,12701,High
2019,Apr,India,36686,20177,High
2019,Apr,United Kingdom,14674,8071,High
2019,Apr,Russia,13207,7264,High
2019,Apr,Germany,11739,6456,High
2019,Apr,China,10272,5649,Moderate
2019,Apr,France,8804,4842,Moderate
2019,Apr,Australia,7337,4035,Moderate
2019,Apr,United States,7337,4035,Moderate
2019,Apr,Netherlands,5869,3228,Moderate
2019,Apr,Italy,5869,3228,Moderate
2019,Apr,Spain,2934,1614,Moderate
2019,Apr,Poland,2934,1614,Moderate
2019,Apr,Japan,1467,807,Low
2019,Apr,South Korea,1467,807,Low
2019,Apr,UAE,1467,807,Low
2019,Apr,Saudi Arabia,1467,807,Low
2019,Apr,Qatar,1467,807,Low
2019,Apr,Other,19077,10492,High
2019,May,India,28963,15929,High
2019,May,United Kingdom,11585,6371,High
2019,May,Russia,10426,5734,High
2019,May,Germany,9268,5097,Moderate
2019,May,China,8109,4460,Moderate
2019,May,France,6951,3823,Moderate
2019,May,Australia,5792,3185,Moderate
2019,May,United States,5792,3185,Moderate
2019,May,Netherlands,4634,2548,Moderate
2019,May,Italy,4634,2548,Moderate
2019,May,Spain,2317,1274,Moderate
2019,May,Poland,2317,1274,Moderate
2019,May,Japan,1158,637,Low
2019,May,South Korea,1158,637,Low
2019,May,UAE,1158,637,Low
2019,May,Saudi Arabia,1158,637,Low
2019,May,Qatar,1158,637,Low
2019,May,Other,15060,8283,High
2019,Jun,India,30894,16991,High
2019,Jun,United Kingdom,12357,6796,High
2019,Jun,Russia,11121,6117,High
2019,Jun,Germany,9886,5437,Moderate
2019,Jun,China,8650,4757,Moderate
2019,Jun,France,7414,4078,Moderate
2019,Jun,Australia,6178,3398,Moderate
2019,Jun,United States,6178,3398,Moderate
2019,Jun,Netherlands,4943,2718,Moderate
2019,Jun,Italy,4943,2718,Moderate
2019,Jun,Spain,2471,1359,Moderate
2019,Jun,Poland,2471,1359,Moderate
2019,Jun,Japan,1235,679,Low
2019,Jun,South Korea,1235,679,Low
2019,Jun,UAE,1235,679,Low
2019,Jun,Saudi Arabia,1235,679,Low
2019,Jun,Qatar,1235,679,Low
2019,Jun,Other,16065,8835,High
2019,Jul,India,40548,22301,High
2019,Jul,United Kingdom,16219,8920,High
2019,Jul,Russia,14597,8028,High
2019,Jul,Germany,12975,7136,High
2019,Jul,China,11353,6244,High
2019,Jul,France,9731,5352,Moderate
2019,Jul,Australia,8109,4460,Moderate
2019,Jul,United States,8109,4460,Moderate
2019,Jul,Netherlands,6487,3568,Moderate
2019,Jul,Italy,6487,3568,Moderate
2019,Jul,Spain,3243,1784,Moderate
2019,Jul,Poland,3243,1784,Moderate
2019,Jul,Japan,1621,892,Moderate
2019,Jul,South Korea,1621,892,Moderate
2019,Jul,UAE,1621,892,Moderate
2019,Jul,Saudi Arabia,1621,892,Moderate
2019,Jul,Qatar,1621,892,Moderate
2019,Jul,Other,21085,11596,High
2019,Aug,India,42479,23363,High
2019,Aug,United Kingdom,16991,9345,High
2019,Aug,Russia,15292,8410,High
2019,Aug,Germany,13593,7476,High
2019,Aug,China,11894,6541,High
2019,Aug,France,10195,5607,Moderate
2019,Aug,Australia,8495,4672,Moderate
2019,Aug,United States,8495,4672,Moderate
2019,Aug,Netherlands,6796,3738,Moderate
2019,Aug,Italy,6796,3738,Moderate
2019,Aug,Spain,3398,1869,Moderate
2019,Aug,Poland,3398,1869,Moderate
2019,Aug,Japan,1699,934,Moderate
2019,Aug,South Korea,1699,934,Moderate
2019,Aug,UAE,1699,934,Moderate
2019,Aug,Saudi Arabia,1699,934,Moderate
2019,Aug,Qatar,1699,934,Moderate
2019,Aug,Other,22089,12149,High
2019,Sep,India,32825,18053,High
2019,Sep,United Kingdom,13130,7221,High
2019,Sep,Russia,11817,6499,High
2019,Sep,Germany,10504,5777,High
2019,Sep,China,9191,5055,Moderate
2019,Sep,France,7878,4332,Moderate
2019,Sep,Australia,6565,3610,Moderate
2019,Sep,United States,6565,3610,Moderate
2019,Sep,Netherlands,5252,2888,Moderate
2019,Sep,Italy,5252,2888,Moderate
2019,Sep,Spain,2626,1444,Moderate
2019,Sep,Poland,2626,1444,Moderate
2019,Sep,Japan,1313,722,Low
2019,Sep,South Korea,1313,722,Low
2019,Sep,UAE,1313,722,Low
2019,Sep,Saudi Arabia,1313,722,Low
2019,Sep,Qatar,1313,722,Low
2019,Sep,Other,17069,9388,High
2019,Oct,India,34756,19115,High
2019,Oct,United Kingdom,13902,7646,High
2019,Oct,Russia,12512,6881,High
2019,Oct,Germany,11121,6117,High
2019,Oct,China,9731,5352,Moderate
2019,Oct,France,8341,4587,Moderate
2019,Oct,Australia,6951,3823,Moderate
2019,Oct,United States,6951,3823,Moderate
2019,Oct,Netherlands,5560,3058,Moderate
2019,Oct,Italy,5560,3058,Moderate
2019,Oct,Spain,2780,1529,Moderate
2019,Oct,Poland,2780,1529,Moderate
2019,Oct,Japan,1390,764,Low
2019,Oct,South Korea,1390,764,Low
2019,Oct,UAE,1390,764,Low
2019,Oct,Saudi Arabia,1390,764,Low
2019,Oct,Qatar,1390,764,Low
2019,Oct,Other,18073,9940,High
2019,Nov,India,38617,21239,High
2019,Nov,United Kingdom,15447,8495,High
2019,Nov,Russia,13902,7646,High
2019,Nov,Germany,12357,6796,High
2019,Nov,China,10813,5947,High
2019,Nov,France,9268,5097,Moderate
2019,Nov,Australia,7723,4247,Moderate
2019,Nov,United States,7723,4247,Moderate
2019,Nov,Netherlands,6178,3398,Moderate
2019,Nov,Italy,6178,3398,Moderate
2019,Nov,Spain,3089,1699,Moderate
2019,Nov,Poland,3089,1699,Moderate
2019,Nov,Japan,1544,849,Low
2019,Nov,South Korea,1544,849,Low
2019,Nov,UAE,1544,849,Low
2019,Nov,Saudi Arabia,1544,849,Low
2019,Nov,Qatar,1544,849,Low
2019,Nov,Other,20081,11044,High
2019,Dec,India,50203,27611,High
2019,Dec,United Kingdom,20081,11044,High
2019,Dec,Russia,18073,9940,High
2019,Dec,Germany,16065,8835,High
2019,Dec,China,14056,7731,High
2019,Dec,France,12048,6626,High
2019,Dec,Australia,10040,5522,Moderate
2019,Dec,United States,10040,5522,Moderate
2019,Dec,Netherlands,8032,4417,Moderate
2019,Dec,Italy,8032,4417,Moderate
2019,Dec,Spain,4016,2208,Moderate
2019,Dec,Poland,4016,2208,Moderate
2019,Dec,Japan,2008,1104,Moderate
2019,Dec,South Korea,2008,1104,Moderate
2019,Dec,UAE,2008,1104,Moderate
2019,Dec,Saudi Arabia,2008,1104,Moderate
2019,Dec,Qatar,2008,1104,Moderate
2019,Dec,Other,26105,14358,High
2020,Jan,India,12703,6986,High
2020,Jan,United Kingdom,5081,2794,Moderate
2020,Jan,Russia,4573,2515,Moderate
2020,Jan,Germany,4065,2235,Moderate
2020,Jan,China,3556,1956,Moderate
2020,Jan,France,3048,1676,Moderate
2020,Jan,Australia,2540,1397,Moderate
2020,Jan,United States,2540,1397,Moderate
2020,Jan,Netherlands,2032,1117,Moderate
2020,Jan,Italy,2032,1117,Moderate
2020,Jan,Spain,1016,558,Low
2020,Jan,Poland,1016,558,Low
2020,Jan,Japan,508,279,Low
2020,Jan,South Korea,508,279,Low
2020,Jan,UAE,508,279,Low
2020,Jan,Saudi Arabia,508,279,Low
2020,Jan,Qatar,508,279,Low
2020,Jan,Other,6605,3633,Moderate
2020,Feb,India,12195,6707,High
2020,Feb,United Kingdom,4878,2682,Moderate
2020,Feb,Russia,4390,2414,Moderate
2020,Feb,Germany,3902,2146,Moderate
2020,Feb,China,3414,1878,Moderate
2020,Feb,France,2926,1609,Moderate
2020,Feb,Australia,2439,1341,Moderate
2020,Feb,United States,2439,1341,Moderate
2020,Feb,Netherlands,1951,1073,Moderate
2020,Feb,Italy,1951,1073,Moderate
2020,Feb,Spain,975,536,Low
2020,Feb,Poland,975,536,Low
2020,Feb,Japan,487,268,Low
2020,Feb,South Korea,487,268,Low
2020,Feb,UAE,487,268,Low
2020,Feb,Saudi Arabia,487,268,Low
2020,Feb,Qatar,487,268,Low
2020,Feb,Other,6341,3487,Moderate
2020,Mar,India,11686,6427,High
2020,Mar,United Kingdom,4674,2571,Moderate
2020,Mar,Russia,4207,2314,Moderate
2020,Mar,Germany,3739,2056,Moderate
2020,Mar,China,3272,1799,Moderate
2020,Mar,France,2804,1542,Moderate
2020,Mar,Australia,2337,1285,Moderate
2020,Mar,United States,2337,1285,Moderate
2020,Mar,Netherlands,1869,1028,Moderate
2020,Mar,Italy,1869,1028,Moderate
2020,Mar,Spain,934,514,Low
2020,Mar,Poland,934,514,Low
2020,Mar,Japan,467,257,Low
2020,Mar,South Korea,467,257,Low
2020,Mar,UAE,467,257,Low
2020,Mar,Saudi Arabia,467,257,Low
2020,Mar,Qatar,467,257,Low
2020,Mar,Other,6077,3342,Moderate
2020,Apr,India,9654,5309,Moderate
2020,Apr,United Kingdom,3861,2123,Moderate
2020,Apr,Russia,3475,1911,Moderate
2020,Apr,Germany,3089,1699,Moderate
2020,Apr,China,2703,1486,Moderate
2020,Apr,France,2317,1274,Moderate
2020,Apr,Australia,1930,1061,Moderate
2020,Apr,United States,1930,1061,Moderate
2020,Apr,Netherlands,1544,849,Low
2020,Apr,Italy,1544,849,Low
2020,Apr,Spain,772,424,Low
2020,Apr,Poland,772,424,Low
2020,Apr,Japan,386,212,Low
2020,Apr,South Korea,386,212,Low
2020,Apr,UAE,386,212,Low
2020,Apr,Saudi Arabia,386,212,Low
2020,Apr,Qatar,386,212,Low
2020,Apr,Other,5020,2761,Moderate
2020,May,India,7621,4192,Moderate
2020,May,United Kingdom,3048,1676,Moderate
2020,May,Russia,2743,1509,Moderate
2020,May,Germany,2439,1341,Moderate
2020,May,China,2134,1173,Moderate
2020,May,France,1829,1006,Moderate
2020,May,Australia,1524,838,Low
2020,May,United States,1524,838,Low
2020,May,Netherlands,1219,670,Low
2020,May,Italy,1219,670,Low
2020,May,Spain,609,335,Low
2020,May,Poland,609,335,Low
2020,May,Japan,304,167,Low
2020,May,South Korea,304,167,Low
2020,May,UAE,304,167,Low
2020,May,Saudi Arabia,304,167,Low
2020,May,Qatar,304,167,Low
2020,May,Other,3963,2179,Moderate
2020,Jun,India,8130,4471,Moderate
2020,Jun,United Kingdom,3252,1788,Moderate
2020,Jun,Russia,2926,1609,Moderate
2020,Jun,Germany,2601,1430,Moderate
2020,Jun,China,2276,1252,Moderate
2020,Jun,France,1951,1073,Moderate
2020,Jun,Australia,1626,894,Moderate
2020,Jun,United States,1626,894,Moderate
2020,Jun,Netherlands,1300,715,Low
2020,Jun,Italy,1300,715,Low
2020,Jun,Spain,650,357,Low
2020,Jun,Poland,650,357,Low
2020,Jun,Japan,325,178,Low
2020,Jun,South Korea,325,178,Low
2020,Jun,UAE,325,178,Low
2020,Jun,Saudi Arabia,325,178,Low
2020,Jun,Qatar,325,178,Low
2020,Jun,Other,4227,2325,Moderate
2020,Jul,India,10670,5868,High
2020,Jul,United Kingdom,4268,2347,Moderate
2020,Jul,Russia,3841,2112,Moderate
2020,Jul,Germany,3414,1878,Moderate
2020,Jul,China,2987,1643,Moderate
2020,Jul,France,2560,1408,Moderate
2020,Jul,Australia,2134,1173,Moderate
2020,Jul,United States,2134,1173,Moderate
2020,Jul,Netherlands,1707,939,Moderate
2020,Jul,Italy,1707,939,Moderate
2020,Jul,Spain,853,469,Low
2020,Jul,Poland,853,469,Low
2020,Jul,Japan,426,234,Low
2020,Jul,South Korea,426,234,Low
2020,Jul,UAE,426,234,Low
2020,Jul,Saudi Arabia,426,234,Low
2020,Jul,Qatar,426,234,Low
2020,Jul,Other,5548,3051,Moderate
2020,Aug,India,11178,6148,High
2020,Aug,United Kingdom,4471,2459,Moderate
2020,Aug,Russia,4024,2213,Moderate
2020,Aug,Germany,3577,1967,Moderate
2020,Aug,China,3130,1721,Moderate
2020,Aug,France,2682,1475,Moderate
2020,Aug,Australia,2235,1229,Moderate
2020,Aug,United States,2235,1229,Moderate
2020,Aug,Netherlands,1788,983,Moderate
2020,Aug,Italy,1788,983,Moderate
2020,Aug,Spain,894,491,Low
2020,Aug,Poland,894,491,Low
2020,Aug,Japan,447,245,Low
2020,Aug,South Korea,447,245,Low
2020,Aug,UAE,447,245,Low
2020,Aug,Saudi Arabia,447,245,Low
2020,Aug,Qatar,447,245,Low
2020,Aug,Other,5813,3197,Moderate
2020,Sep,India,8638,4751,Moderate
2020,Sep,United Kingdom,3455,1900,Moderate
2020,Sep,Russia,3109,1710,Moderate
2020,Sep,Germany,2764,1520,Moderate
2020,Sep,China,2418,1330,Moderate
2020,Sep,France,2073,1140,Moderate
2020,Sep,Australia,1727,950,Moderate
2020,Sep,United States,1727,950,Moderate
2020,Sep,Netherlands,1382,760,Low
2020,Sep,Italy,1382,760,Low
2020,Sep,Spain,691,380,Low
2020,Sep,Poland,691,380,Low
2020,Sep,Japan,345,190,Low
2020,Sep,South Korea,345,190,Low
2020,Sep,UAE,345,190,Low
2020,Sep,Saudi Arabia,345,190,Low
2020,Sep,Qatar,345,190,Low
2020,Sep,Other,4491,2470,Moderate
2020,Oct,India,9146,5030,Moderate
2020,Oct,United Kingdom,3658,2012,Moderate
2020,Oct,Russia,3292,1810,Moderate
2020,Oct,Germany,2926,1609,Moderate
2020,Oct,China,2560,1408,Moderate
2020,Oct,France,2195,1207,Moderate
2020,Oct,Australia,1829,1006,Moderate
2020,Oct,United States,1829,1006,Moderate
2020,Oct,Netherlands,1463,804,Low
2020,Oct,Italy,1463,804,Low
2020,Oct,Spain,731,402,Low
2020,Oct,Poland,731,402,Low
2020,Oct,Japan,365,201,Low
2020,Oct,South Korea,365,201,Low
2020,Oct,UAE,365,201,Low
2020,Oct,Saudi Arabia,365,201,Low
2020,Oct,Qatar,365,201,Low
2020,Oct,Other,4756,2615,Moderate
2020,Nov,India,10162,5589,Moderate
2020,Nov,United Kingdom,4065,2235,Moderate
2020,Nov,Russia,3658,2012,Moderate
2020,Nov,Germany,3252,1788,Moderate
2020,Nov,China,2845,1565,Moderate
2020,Nov,France,2439,1341,Moderate
2020,Nov,Australia,2032,1117,Moderate
2020,Nov,United States,2032,1117,Moderate
2020,Nov,Netherlands,1626,894,Moderate
2020,Nov,Italy,1626,894,Moderate
2020,Nov,Spain,813,447,Low
2020,Nov,Poland,813,447,Low
2020,Nov,Japan,406,223,Low
2020,Nov,South Korea,406,223,Low
2020,Nov,UAE,406,223,Low
2020,Nov,Saudi Arabia,406,223,Low
2020,Nov,Qatar,406,223,Low
2020,Nov,Other,5284,2906,Moderate
2020,Dec,India,13211,7266,High
2020,Dec,United Kingdom,5284,2906,Moderate
2020,Dec,Russia,4756,2615,Moderate
2020,Dec,Germany,4227,2325,Moderate
2020,Dec,China,3699,2034,Moderate
2020,Dec,France,3170,1743,Moderate
2020,Dec,Australia,2642,1453,Moderate
2020,Dec,United States,2642,1453,Moderate
2020,Dec,Netherlands,2113,1162,Moderate
2020,Dec,Italy,2113,1162,Moderate
2020,Dec,Spain,1056,581,Low
2020,Dec,Poland,1056,581,Low
2020,Dec,Japan,528,290,Low
2020,Dec,South Korea,528,290,Low
2020,Dec,UAE,528,290,Low
2020,Dec,Saudi Arabia,528,290,Low
2020,Dec,Qatar,528,290,Low
2020,Dec,Other,6869,3778,Moderate
2021,Jan,India,5081,2794,Moderate
2021,Jan,United Kingdom,2032,1117,Moderate
2021,Jan,Russia,1829,1006,Moderate
2021,Jan,Germany,1626,894,Moderate
2021,Jan,China,1422,782,Low
2021,Jan,France,1219,670,Low
2021,Jan,Australia,1016,558,Low
2021,Jan,United States,1016,558,Low
2021,Jan,Netherlands,813,447,Low
2021,Jan,Italy,813,447,Low
2021,Jan,Spain,406,223,Low
2021,Jan,Poland,406,223,Low
2021,Jan,Japan,203,111,Low
2021,Jan,South Korea,203,111,Low
2021,Jan,UAE,203,111,Low
2021,Jan,Saudi Arabia,203,111,Low
2021,Jan,Qatar,203,111,Low
2021,Jan,Other,2642,1453,Moderate
2021,Feb,India,4878,2682,Moderate
2021,Feb,United Kingdom,1951,1073,Moderate
2021,Feb,Russia,1756,965,Moderate
2021,Feb,Germany,1560,858,Low
2021,Feb,China,1365,751,Low
2021,Feb,France,1170,643,Low
2021,Feb,Australia,975,536,Low
2021,Feb,United States,975,536,Low
2021,Feb,Netherlands,780,429,Low
2021,Feb,Italy,780,429,Low
2021,Feb,Spain,390,214,Low
2021,Feb,Poland,390,214,Low
2021,Feb,Japan,195,107,Low
2021,Feb,South Korea,195,107,Low
2021,Feb,UAE,195,107,Low
2021,Feb,Saudi Arabia,195,107,Low
2021,Feb,Qatar,195,107,Low
2021,Feb,Other,2536,1395,Moderate
2021,Mar,India,4674,2571,Moderate
2021,Mar,United Kingdom,1869,1028,Moderate
2021,Mar,Russia,1682,925,Moderate
2021,Mar,Germany,1495,822,Low
2021,Mar,China,1308,719,Low
2021,Mar,France,1121,617,Low
2021,Mar,Australia,934,514,Low
2021,Mar,United States,934,514,Low
2021,Mar,Netherlands,747,411,Low
2021,Mar,Italy,747,411,Low
2021,Mar,Spain,373,205,Low
2021,Mar,Poland,373,205,Low
2021,Mar,Japan,186,102,Low
2021,Mar,South Korea,186,102,Low
2021,Mar,UAE,186,102,Low
2021,Mar,Saudi Arabia,186,102,Low
2021,Mar,Qatar,186,102,Low
2021,Mar,Other,2430,1336,Moderate
2021,Apr,India,3861,2123,Moderate
2021,Apr,United Kingdom,1544,849,Low
2021,Apr,Russia,1390,764,Low
2021,Apr,Germany,1235,679,Low
2021,Apr,China,1081,594,Low
2021,Apr,France,926,509,Low
2021,Apr,Australia,772,424,Low
2021,Apr,United States,772,424,Low
2021,Apr,Netherlands,617,339,Low
2021,Apr,Italy,617,339,Low
2021,Apr,Spain,308,169,Low
2021,Apr,Poland,308,169,Low
2021,Apr,Japan,154,84,Low
2021,Apr,South Korea,154,84,Low
2021,Apr,UAE,154,84,Low
2021,Apr,Saudi Arabia,154,84,Low
2021,Apr,Qatar,154,84,Low
2021,Apr,Other,2008,1104,Moderate
2021,May,India,3048,1676,Moderate
2021,May,United Kingdom,1219,670,Low
2021,May,Russia,1097,603,Low
2021,May,Germany,975,536,Low
2021,May,China,853,469,Low
2021,May,France,731,402,Low
2021,May,Australia,609,335,Low
2021,May,United States,609,335,Low
2021,May,Netherlands,487,268,Low
2021,May,Italy,487,268,Low
2021,May,Spain,243,134,Low
2021,May,Poland,243,134,Low
2021,May,Japan,121,67,Low
2021,May,South Korea,121,67,Low
2021,May,UAE,121,67,Low
2021,May,Saudi Arabia,121,67,Low
2021,May,Qatar,121,67,Low
2021,May,Other,1585,871,Low
2021,Jun,India,3252,1788,Moderate
2021,Jun,United Kingdom,1300,715,Low
2021,Jun,Russia,1170,643,Low
2021,Jun,Germany,1040,572,Low
2021,Jun,China,910,500,Low
2021,Jun,France,780,429,Low
2021,Jun,Australia,650,357,Low
2021,Jun,United States,650,357,Low
2021,Jun,Netherlands,520,286,Low
2021,Jun,Italy,520,286,Low
2021,Jun,Spain,260,143,Low
2021,Jun,Poland,260,143,Low
2021,Jun,Japan,130,71,Low
2021,Jun,South Korea,130,71,Low
2021,Jun,UAE,130,71,Low
2021,Jun,Saudi Arabia,130,71,Low
2021,Jun,Qatar,130,71,Low
2021,Jun,Other,1691,930,Moderate
2021,Jul,India,4268,2347,Moderate
2021,Jul,United Kingdom,1707,939,Moderate
2021,Jul,Russia,1536,845,Low
2021,Jul,Germany,1365,751,Low
2021,Jul,China,1195,657,Low
2021,Jul,France,1024,563,Low
2021,Jul,Australia,853,469,Low
2021,Jul,United States,853,469,Low
2021,Jul,Netherlands,682,375,Low
2021,Jul,Italy,682,375,Low
2021,Jul,Spain,341,187,Low
2021,Jul,Poland,341,187,Low
2021,Jul,Japan,170,93,Low
2021,Jul,South Korea,170,93,Low
2021,Jul,UAE,170,93,Low
2021,Jul,Saudi Arabia,170,93,Low
2021,Jul,Qatar,170,93,Low
2021,Jul,Other,2219,1220,Moderate
2021,Aug,India,4471,2459,Moderate
2021,Aug,United Kingdom,1788,983,Moderate
2021,Aug,Russia,1609,885,Moderate
2021,Aug,Germany,1430,786,Low
2021,Aug,China,1252,688,Low
2021,Aug,France,1073,590,Low
2021,Aug,Australia,894,491,Low
2021,Aug,United States,894,491,Low
2021,Aug,Netherlands,715,393,Low
2021,Aug,Italy,715,393,Low
2021,Aug,Spain,357,196,Low
2021,Aug,Poland,357,196,Low
2021,Aug,Japan,178,98,Low
2021,Aug,South Korea,178,98,Low
2021,Aug,UAE,178,98,Low
2021,Aug,Saudi Arabia,178,98,Low
2021,Aug,Qatar,178,98,Low
2021,Aug,Other,2325,1278,Moderate
2021,Sep,India,3455,1900,Moderate
2021,Sep,United Kingdom,1382,760,Low
2021,Sep,Russia,1243,684,Low
2021,Sep,Germany,1105,608,Low
2021,Sep,China,967,532,Low
2021,Sep,France,829,456,Low
2021,Sep,Australia,691,380,Low
2021,Sep,United States,691,380,Low
2021,Sep,Netherlands,552,304,Low
2021,Sep,Italy,552,304,Low
2021,Sep,Spain,276,152,Low
2021,Sep,Poland,276,152,Low
2021,Sep,Japan,138,76,Low
2021,Sep,South Korea,138,76,Low
2021,Sep,UAE,138,76,Low
2021,Sep,Saudi Arabia,138,76,Low
2021,Sep,Qatar,138,76,Low
2021,Sep,Other,1796,988,Moderate
2021,Oct,India,3658,2012,Moderate
2021,Oct,United Kingdom,1463,804,Low
2021,Oct,Russia,1317,724,Low
2021,Oct,Germany,1170,643,Low
2021,Oct,China,1024,563,Low
2021,Oct,France,878,482,Low
2021,Oct,Australia,731,402,Low
2021,Oct,United States,731,402,Low
2021,Oct,Netherlands,585,321,Low
2021,Oct,Italy,585,321,Low
2021,Oct,Spain,292,160,Low
2021,Oct,Poland,292,160,Low
2021,Oct,Japan,146,80,Low
2021,Oct,South Korea,146,80,Low
2021,Oct,UAE,146,80,Low
2021,Oct,Saudi Arabia,146,80,Low
2021,Oct,Qatar,146,80,Low
2021,Oct,Other,1902,1046,Moderate
2021,Nov,India,4065,2235,Moderate
2021,Nov,United Kingdom,1626,894,Moderate
2021,Nov,Russia,1463,804,Low
2021,Nov,Germany,1300,715,Low
2021,Nov,China,1138,626,Low
2021,Nov,France,975,536,Low
2021,Nov,Australia,813,447,Low
2021,Nov,United States,813,447,Low
2021,Nov,Netherlands,650,357,Low
2021,Nov,Italy,650,357,Low
2021,Nov,Spain,325,178,Low
2021,Nov,Poland,325,178,Low
2021,Nov,Japan,162,89,Low
2021,Nov,South Korea,162,89,Low
2021,Nov,UAE,162,89,Low
2021,Nov,Saudi Arabia,162,89,Low
2021,Nov,Qatar,162,89,Low
2021,Nov,Other,2113,1162,Moderate
2021,Dec,India,5284,2906,Moderate
2021,Dec,United Kingdom,2113,1162,Moderate
2021,Dec,Russia,1902,1046,Moderate
2021,Dec,Germany,1691,930,Moderate
2021,Dec,China,1479,813,Low
2021,Dec,France,1268,697,Low
2021,Dec,Australia,1056,581,Low
2021,Dec,United States,1056,581,Low
2021,Dec,Netherlands,845,465,Low
2021,Dec,Italy,845,465,Low
2021,Dec,Spain,422,232,Low
2021,Dec,Poland,422,232,Low
2021,Dec,Japan,211,116,Low
2021,Dec,South Korea,211,116,Low
2021,Dec,UAE,211,116,Low
2021,Dec,Saudi Arabia,211,116,Low
2021,Dec,Qatar,211,116,Low
2021,Dec,Other,2747,1511,Moderate
2022,Jan,India,20325,11178,High
2022,Jan,United Kingdom,8130,4471,Moderate
2022,Jan,Russia,7317,4024,Moderate
2022,Jan,Germany,6504,3577,Moderate
2022,Jan,China,5691,3130,Moderate
2022,Jan,France,4878,2682,Moderate
2022,Jan,Australia,4065,2235,Moderate
2022,Jan,United States,4065,2235,Moderate
2022,Jan,Netherlands,3252,1788,Moderate
2022,Jan,Italy,3252,1788,Moderate
2022,Jan,Spain,1626,894,Moderate
2022,Jan,Poland,1626,894,Moderate
2022,Jan,Japan,813,447,Low
2022,Jan,South Korea,813,447,Low
2022,Jan,UAE,813,447,Low
2022,Jan,Saudi Arabia,813,447,Low
2022,Jan,Qatar,813,447,Low
2022,Jan,Other,10569,5813,High
2022,Feb,India,19512,10731,High
2022,Feb,United Kingdom,7804,4292,Moderate
2022,Feb,Russia,7024,3863,Moderate
2022,Feb,Germany,6243,3434,Moderate
2022,Feb,China,5463,3004,Moderate
2022,Feb,France,4682,2575,Moderate
2022,Feb,Australia,3902,2146,Moderate
2022,Feb,United States,3902,2146,Moderate
2022,Feb,Netherlands,3121,1717,Moderate
2022,Feb,Italy,3121,1717,Moderate
2022,Feb,Spain,1560,858,Low
2022,Feb,Poland,1560,858,Low
2022,Feb,Japan,780,429,Low
2022,Feb,South Korea,780,429,Low
2022,Feb,UAE,780,429,Low
2022,Feb,Saudi Arabia,780,429,Low
2022,Feb,Qatar,780,429,Low
2022,Feb,Other,10146,5580,Moderate
2022,Mar,India,18699,10284,High
2022,Mar,United Kingdom,7479,4113,Moderate
2022,Mar,Russia,6731,3702,Moderate
2022,Mar,Germany,5983,3291,Moderate
2022,Mar,China,5235,2879,Moderate
2022,Mar,France,4487,2468,Moderate
2022,Mar,Australia,3739,2056,Moderate
2022,Mar,United States,3739,2056,Moderate
2022,Mar,Netherlands,2991,1645,Moderate
2022,Mar,Italy,2991,1645,Moderate
2022,Mar,Spain,1495,822,Low
2022,Mar,Poland,1495,822,Low
2022,Mar,Japan,747,411,Low
2022,Mar,South Korea,747,411,Low
2022,Mar,UAE,747,411,Low
2022,Mar,Saudi Arabia,747,411,Low
2022,Mar,Qatar,747,411,Low
2022,Mar,Other,9723,5347,Moderate
2022,Apr,India,15447,8495,High
2022,Apr,United Kingdom,6178,3398,Moderate
2022,Apr,Russia,5560,3058,Moderate
2022,Apr,Germany,4943,2718,Moderate
2022,Apr,China,4325,2378,Moderate
2022,Apr,France,3707,2039,Moderate
2022,Apr,Australia,3089,1699,Moderate
2022,Apr,United States,3089,1699,Moderate
2022,Apr,Netherlands,2471,1359,Moderate
2022,Apr,Italy,2471,1359,Moderate
2022,Apr,Spain,1235,679,Low
2022,Apr,Poland,1235,679,Low
2022,Apr,Japan,617,339,Low
2022,Apr,South Korea,617,339,Low
2022,Apr,UAE,617,339,Low
2022,Apr,Saudi Arabia,617,339,Low
2022,Apr,Qatar,617,339,Low
2022,Apr,Other,8032,4417,Moderate
2022,May,India,12195,6707,High
2022,May,United Kingdom,4878,2682,Moderate
2022,May,Russia,4390,2414,Moderate
2022,May,Germany,3902,2146,Moderate
2022,May,China,3414,1878,Moderate
2022,May,France,2926,1609,Moderate
